,Avg. Weight (Kgs),Suitability,Category,Color,Finish,Sizes (mm),Qty. Per Box (Pcs),Coverage Area (Sq.mt),Variant_Application
539,['14.5'],['Wall'],['Digital Wall Tiles'],['Aqua'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
540,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
541,['14.5'],['Wall'],['Digital Wall Tiles'],['Green'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
542,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
543,['14.5'],['Wall'],['Digital Wall Tiles'],['Green'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
544,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
545,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
546,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
547,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
548,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
549,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
550,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
551,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
552,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
553,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
554,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Red'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
555,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
556,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
557,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
558,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
559,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
560,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
561,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
562,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
563,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Red'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
564,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
565,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
566,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
567,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
568,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
569,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
570,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
571,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
572,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Green'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
573,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy                                                                                                                              Matt'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
574,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
575,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
576,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
577,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
578,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
579,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
580,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
581,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Blue'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
582,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
583,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
584,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
585,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
586,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
587,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
588,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
589,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
590,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
591,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
592,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
593,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
594,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
595,['14.5'],['Wall'],['Digital Wall Tiles'],['Blue'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
596,['14.5'],['Wall'],['Digital Wall Tiles'],['Blue'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
597,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
598,['14.5'],['Wall'],['Digital Wall Tiles'],"['Blue', 'Cream']",['Sugar'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
599,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
600,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
601,['12.5'],['Floor'],['Digital Floor Tiles'],['Coffee'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
602,['12.5'],['Floor'],['Digital Floor Tiles'],['Grey'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
603,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
604,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
605,['12.5'],['Floor'],['Digital Floor Tiles'],['Cream'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
606,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
607,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
608,['12.5'],['Floor'],['Digital Floor Tiles'],['Green'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
609,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
610,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
611,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
612,['12.5'],['Floor'],['Digital Floor Tiles'],['Grey'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
613,['12.5'],['Floor'],['Digital Floor Tiles'],['Blue'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
614,['12.5'],['Floor'],['Digital Floor Tiles'],['Cream'],['Sugar'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
615,"['30', '42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['Cream'],['Glossy'],"['600 x 600', '800 x 800', '']","['4', '3', '2']","['1.44', '1.92', '1.92']",['Kithen_Tiles']
616,"['30', '42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],"['600 x 600', '800 x 800', '']","['4', '3', '2']","['1.44', '1.92', '1.92']",['Kithen_Tiles']
617,['30'],['Floor'],['Double Charged Vitrified Tiles'],['Black'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
618,['30'],['Floor'],['Double Charged Vitrified Tiles'],['Brown'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
619,['30'],['Floor'],['Double Charged Vitrified Tiles'],['Brown'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
620,['30'],['Floor'],['Double Charged Vitrified Tiles'],['Grey'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
621,['30'],['Floor'],['Double Charged Vitrified Tiles'],['Grey'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
622,"['30', '42']",['Floor'],['Double Charged Vitrified Tiles'],['Black'],['Glossy'],"['600 x 600', '800 x 800']","['4', '3']","['1.44', '1.92']",['Kithen_Tiles']
623,['42'],['Floor'],['Double Charged Vitrified Tiles'],['Grey'],['Glossy'],['800 x 800'],['3'],['1.92'],['Kithen_Tiles']
624,['30'],['Floor'],['Double Charged Vitrified Tiles'],['Brown'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
625,"['30', '42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],"['600 x 600', '800 x 800', '']","['4', '3', '2']","['1.44', '1.92', '1.92']",['Kithen_Tiles']
626,['42'],['Floor'],['Double Charged Vitrified Tiles'],['Black'],['Glossy'],['800 x 800'],['3'],['1.92'],['Kithen_Tiles']
627,['42'],['Floor'],['Double Charged Vitrified Tiles'],['Black'],['Glossy'],['800 x 800'],['3'],['1.92'],['Kithen_Tiles']
628,"['30', '42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],"['600 x 600', '800 x 800', '']","['4', '3', '2']","['1.44', '1.92', '1.92']",['Kithen_Tiles']
629,"['30', '42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['Cream'],['Glossy'],"['600 x 600', '800 x 800', '']","['4', '3', '2']","['1.44', '1.92', '1.92']",['Kithen_Tiles']
630,"['42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],"['800 x 800', '800 x 1200']","['3', '2']","['1.92', '1.92']",['Kithen_Tiles']
631,"['30', '42', '43']",['Floor'],['Double Charged Vitrified Tiles'],['Cream'],['Glossy'],"['600 x 600', '800 x 800', '']","['4', '3', '2']","['1.44', '1.92', '1.92']",['Kithen_Tiles']
632,['42'],['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],['800 x 800'],['3'],['1.92'],['Kithen_Tiles']
633,"['30', '42']",['Floor'],['Double Charged Vitrified Tiles'],['Grey'],['Glossy'],"['600 x 600', '800 x 800']","['4', '3']","['1.44', '1.92']",['Kithen_Tiles']
634,['42'],['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],['800 x 800'],['3'],['1.92'],['Kithen_Tiles']
635,['30'],['Floor'],['Double Charged Vitrified Tiles'],['White'],['Glossy'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
636,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
637,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
638,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
639,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
640,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
641,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
642,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
643,['14.5'],['Wall'],['Digital Wall Tiles'],['Black'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
644,['42'],['Floor'],['Double Charged Vitrified Tiles'],['Cream'],['Glossy'],['800 x 800'],['3'],['1.92'],['Kithen_Tiles']
645,['14.5'],['Wall'],['Digital Wall Tiles'],"['Black', 'White']",['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
646,['14.5'],['Wall'],['Digital Wall Tiles'],['Aqua'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
647,['14.5'],['Wall'],['Digital Wall Tiles'],"['Aqua', 'Brown']",['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
648,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
649,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
650,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
651,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
652,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
653,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
654,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
655,['14.5'],['Wall'],['Digital Wall Tiles'],['Green'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
656,['14.5'],['Wall'],['Digital Wall Tiles'],['Green'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
657,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
658,['14.5'],['Wall'],['Digital Wall Tiles'],"['Grey', 'White']",['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
659,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
660,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
661,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
662,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
663,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
664,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
665,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
666,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
667,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
668,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
669,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
670,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
671,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
672,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
673,['14.5'],['Wall'],['Digital Wall Tiles'],"['Grey', 'White']",['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
674,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
675,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
676,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
677,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
678,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
679,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
680,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
681,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
682,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
683,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
684,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
685,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
686,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
687,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
688,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
689,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
690,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
691,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
692,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
693,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
694,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
695,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
696,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
697,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Blue'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
698,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
699,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
700,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
701,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
702,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
703,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
704,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
705,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],['600 x 600'],['4'],['1.44'],['Kithen_Tiles']
706,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
707,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Beige'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
708,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
709,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
710,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
711,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
712,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
713,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
714,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Kithen_Tiles']
715,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
716,['14.5'],['Wall'],['Digital Wall Tiles'],['Coffee'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
717,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
718,['14.5'],['Wall'],['Digital Wall Tiles'],"['Grey', 'White']",['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
719,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
720,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
721,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'White']",['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
722,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
723,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
724,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Kithen_Tiles']
